date,open,high,low,close,volume,n_bars,first_bar,last_bar,weekday,half_day,suspicious,move_pct
2014-02-11,1796.5000,1819.5000,1795.2500,1814.5000,1344122,390,09:30,15:59,Tuesday,False,False,1.0019
2014-02-12,1817.2500,1823.2500,1812.0000,1816.0000,1072070,390,09:30,15:59,Wednesday,False,False,-0.0688
2014-02-13,1803.2500,1827.0000,1803.0000,1825.5000,1232271,390,09:30,15:59,Thursday,False,False,1.2339
2014-02-14,1823.2500,1838.7500,1821.5000,1835.2500,1009592,390,09:30,15:59,Friday,False,False,0.6582
2014-02-18,1837.0000,1840.0000,1831.5000,1837.5000,820871,390,09:30,15:59,Tuesday,False,False,0.0272
2014-02-19,1832.2500,1844.5000,1823.2500,1825.0000,1466063,390,09:30,15:59,Wednesday,False,False,-0.3957
2014-02-20,1827.5000,1840.2500,1821.0000,1836.5000,1140115,390,09:30,15:59,Thursday,False,False,0.4925
2014-02-21,1840.0000,1844.0000,1832.7500,1834.0000,1021714,390,09:30,15:59,Friday,False,False,-0.3261
2014-02-24,1837.7500,1856.7500,1837.0000,1845.0000,1257726,390,09:30,15:59,Monday,False,False,0.3945
2014-02-25,1845.2500,1851.0000,1837.2500,1843.0000,1273780,390,09:30,15:59,Tuesday,False,False,-0.1219
2014-02-26,1846.2500,1851.0000,1838.0000,1843.2500,1205242,390,09:30,15:59,Wednesday,False,False,-0.1625
2014-02-27,1840.7500,1853.5000,1838.5000,1853.2500,1146560,390,09:30,15:59,Thursday,False,False,0.6791
2014-02-28,1852.7500,1866.5000,1845.2500,1858.2500,1697349,390,09:30,15:59,Friday,False,False,0.2969
2014-03-03,1841.7500,1849.5000,1832.2500,1844.0000,1781702,390,09:30,15:59,Monday,False,False,0.1222
2014-03-04,1862.5000,1874.7500,1862.2500,1871.7500,1236734,390,09:30,15:59,Tuesday,False,False,0.4966
2014-03-05,1872.2500,1875.5000,1869.2500,1872.2500,973555,390,09:30,15:59,Wednesday,False,False,0.0000
2014-03-06,1877.0000,1881.0000,1873.7500,1876.7500,945874,390,09:30,15:59,Thursday,False,False,-0.0133
2014-03-07,1883.7500,1884.7500,1869.2500,1877.0000,1351498,390,09:30,15:59,Friday,False,False,-0.3583
2014-03-10,1874.5000,1877.5000,1865.7500,1876.7500,856823,390,09:30,15:59,Monday,False,False,0.1200
2014-03-11,1879.5000,1882.2500,1863.0000,1866.7500,1255496,390,09:30,15:59,Tuesday,False,False,-0.6784
2014-03-12,1858.2500,1868.5000,1853.7500,1867.5000,1166139,390,09:30,15:59,Wednesday,False,False,0.4978
2014-03-13,1873.5000,1875.0000,1841.5000,1847.0000,1569302,390,09:30,15:59,Thursday,False,False,-1.4145
2014-03-14,1843.0000,1853.0000,1839.2500,1840.7500,516635,390,09:30,15:59,Friday,False,False,-0.1221
2014-03-17,1843.7500,1855.7500,1842.7500,1851.0000,1024540,390,09:30,15:59,Monday,False,False,0.3932
2014-03-18,1854.7500,1867.0000,1852.7500,1864.7500,1036865,390,09:30,15:59,Tuesday,False,False,0.5392
2014-03-19,1865.0000,1867.2500,1842.0000,1854.2500,1349122,390,09:30,15:59,Wednesday,False,False,-0.5764
2014-03-20,1849.7500,1866.0000,1846.2500,1864.7500,1127967,390,09:30,15:59,Thursday,False,False,0.8109
2014-03-21,1872.5000,1876.7500,1855.5000,1857.5000,1379020,390,09:30,15:59,Friday,False,False,-0.8011
2014-03-24,1863.7500,1866.0000,1841.2500,1849.5000,1560582,390,09:30,15:59,Monday,False,False,-0.7646
2014-03-25,1859.0000,1864.5000,1848.0000,1858.7500,1378996,390,09:30,15:59,Tuesday,False,False,-0.0134
2014-03-26,1865.7500,1868.7500,1844.2500,1844.7500,1582591,390,09:30,15:59,Wednesday,False,False,-1.1256
2014-03-27,1842.7500,1848.2500,1834.0000,1841.0000,1709394,390,09:30,15:59,Thursday,False,False,-0.0950
2014-03-28,1846.0000,1859.5000,1845.0000,1849.5000,1251584,390,09:30,15:59,Friday,False,False,0.1896
2014-03-31,1861.2500,1868.0000,1859.5000,1865.0000,1258876,390,09:30,15:59,Monday,False,False,0.2015
2014-04-01,1871.2500,1878.5000,1869.2500,1877.5000,979727,390,09:30,15:59,Tuesday,False,False,0.3340
2014-04-02,1880.0000,1886.2500,1876.2500,1883.7500,947322,390,09:30,15:59,Wednesday,False,False,0.1995
2014-04-03,1886.5000,1887.0000,1875.5000,1881.2500,977191,390,09:30,15:59,Thursday,False,False,-0.2783
2014-04-04,1891.2500,1892.2500,1855.7500,1859.0000,2134301,390,09:30,15:59,Friday,False,False,-1.7052
2014-04-07,1854.0000,1857.5000,1834.5000,1838.0000,1811803,390,09:30,15:59,Monday,False,False,-0.8630
2014-04-08,1837.0000,1849.0000,1830.7500,1845.7500,1528959,390,09:30,15:59,Tuesday,False,False,0.4763
2014-04-09,1850.7500,1866.5000,1845.2500,1865.7500,1184430,390,09:30,15:59,Wednesday,False,False,0.8105
2014-04-10,1865.5000,1866.5000,1823.7500,1826.0000,1980480,390,09:30,15:59,Thursday,False,False,-2.1174
2014-04-11,1816.5000,1828.5000,1807.2500,1809.0000,1996983,390,09:30,15:59,Friday,False,False,-0.4129
2014-04-14,1823.7500,1828.0000,1808.7500,1823.7500,1448988,390,09:30,15:59,Monday,False,False,0.0000
2014-04-15,1827.5000,1837.7500,1809.2500,1836.5000,2235343,390,09:30,15:59,Tuesday,False,False,0.4925
2014-04-16,1849.2500,1856.0000,1840.7500,1855.7500,1242650,390,09:30,15:59,Wednesday,False,False,0.3515
2014-04-17,1853.2500,1863.7500,1850.2500,1858.2500,967020,390,09:30,15:59,Thursday,False,False,0.2698
2014-04-21,1859.0000,1865.5000,1856.5000,1865.0000,435487,390,09:30,15:59,Monday,False,False,0.3228
2014-04-22,1866.7500,1878.7500,1865.7500,1873.2500,874381,390,09:30,15:59,Tuesday,False,False,0.3482
2014-04-23,1872.7500,1873.7500,1867.5000,1869.2500,730311,390,09:30,15:59,Wednesday,False,False,-0.1869
2014-04-24,1878.2500,1878.5000,1863.7500,1873.0000,1309373,390,09:30,15:59,Thursday,False,False,-0.2795
2014-04-25,1867.0000,1868.0000,1853.0000,1857.7500,1231571,390,09:30,15:59,Friday,False,False,-0.4954
2014-04-28,1865.2500,1871.7500,1844.0000,1863.7500,1798220,390,09:30,15:59,Monday,False,False,-0.0804
2014-04-29,1869.5000,1875.2500,1865.2500,1872.0000,983717,390,09:30,15:59,Tuesday,False,False,0.1337
2014-04-30,1869.0000,1879.5000,1866.5000,1878.5000,1178494,390,09:30,15:59,Wednesday,False,False,0.5083
2014-05-01,1876.7500,1882.7500,1871.5000,1877.7500,819484,390,09:30,15:59,Thursday,False,False,0.0533
2014-05-02,1877.5000,1885.7500,1872.0000,1875.2500,1345093,390,09:30,15:59,Friday,False,False,-0.1198
2014-05-05,1865.7500,1880.0000,1860.5000,1878.5000,940710,390,09:30,15:59,Monday,False,False,0.6834
2014-05-06,1874.2500,1875.5000,1861.7500,1862.5000,1143459,390,09:30,15:59,Tuesday,False,False,-0.6269
2014-05-07,1868.7500,1874.0000,1854.5000,1873.2500,1636505,390,09:30,15:59,Wednesday,False,False,0.2408
2014-05-08,1871.2500,1884.7500,1865.0000,1871.2500,1484046,390,09:30,15:59,Thursday,False,False,0.0000
2014-05-09,1871.2500,1875.0000,1862.5000,1874.7500,1234193,390,09:30,15:59,Friday,False,False,0.1870
2014-05-12,1882.0000,1893.0000,1881.7500,1892.0000,954748,390,09:30,15:59,Monday,False,False,0.5313
2014-05-13,1894.2500,1898.5000,1892.0000,1893.7500,819230,390,09:30,15:59,Tuesday,False,False,-0.0264
2014-05-14,1892.5000,1893.2500,1882.2500,1884.7500,961500,390,09:30,15:59,Wednesday,False,False,-0.4095
2014-05-15,1881.0000,1881.5000,1859.0000,1868.2500,1868155,390,09:30,15:59,Thursday,False,False,-0.6778
2014-05-16,1869.2500,1875.5000,1861.2500,1875.0000,1148372,390,09:30,15:59,Friday,False,False,0.3076
2014-05-19,1871.0000,1883.0000,1869.2500,1881.5000,757308,390,09:30,15:59,Monday,False,False,0.5612
2014-05-20,1880.5000,1880.7500,1864.7500,1869.2500,1286453,390,09:30,15:59,Tuesday,False,False,-0.5982
2014-05-21,1875.0000,1886.5000,1874.5000,1885.2500,1056810,390,09:30,15:59,Wednesday,False,False,0.5467
2014-05-22,1885.7500,1894.0000,1882.7500,1890.2500,780474,390,09:30,15:59,Thursday,False,False,0.2386
2014-05-23,1891.5000,1899.2500,1890.7500,1898.0000,581581,390,09:30,15:59,Friday,False,False,0.3436
2014-05-26,1902.2500,1904.7500,1901.7500,1904.0000,21810,209,09:30,12:59,Monday,True,False,0.0920
2014-05-27,1904.7500,1910.0000,1903.5000,1909.2500,659571,390,09:30,15:59,Tuesday,False,False,0.2363
2014-05-28,1909.2500,1912.5000,1904.5000,1907.5000,809732,390,09:30,15:59,Wednesday,False,False,-0.0917
2014-05-29,1912.2500,1918.0000,1907.2500,1918.0000,761153,390,09:30,15:59,Thursday,False,False,0.3007
2014-05-30,1915.7500,1922.2500,1914.2500,1920.7500,910675,390,09:30,15:59,Friday,False,False,0.2610
2014-06-02,1923.5000,1924.0000,1913.7500,1923.0000,869382,390,09:30,15:59,Monday,False,False,-0.0260
2014-06-03,1918.0000,1923.0000,1916.5000,1922.0000,737297,390,09:30,15:59,Tuesday,False,False,0.2086
2014-06-04,1918.5000,1927.0000,1916.7500,1925.7500,695322,390,09:30,15:59,Wednesday,False,False,0.3779
2014-06-05,1928.0000,1940.7500,1921.0000,1938.5000,1283372,390,09:30,15:59,Thursday,False,False,0.5446
2014-06-06,1942.7500,1948.2500,1941.7500,1948.0000,860463,390,09:30,15:59,Friday,False,False,0.2702
2014-06-09,1947.5000,1954.7500,1945.7500,1950.0000,788958,390,09:30,15:59,Monday,False,False,0.1284
2014-06-10,1947.5000,1950.2500,1943.0000,1950.0000,692167,390,09:30,15:59,Tuesday,False,False,0.1284
2014-06-11,1943.0000,1945.2500,1938.5000,1943.5000,841012,390,09:30,15:59,Wednesday,False,False,0.0257
2014-06-16,1925.5000,1933.5000,1922.7500,1929.2500,914556,390,09:30,15:59,Monday,False,False,0.1948
2014-06-17,1926.5000,1935.7500,1924.2500,1934.5000,900083,390,09:30,15:59,Tuesday,False,False,0.4153
2014-06-18,1934.5000,1950.2500,1929.2500,1948.5000,1224200,390,09:30,15:59,Wednesday,False,False,0.7237
2014-06-19,1950.5000,1952.2500,1944.0000,1951.0000,977230,390,09:30,15:59,Thursday,False,False,0.0256
2014-06-20,1955.5000,1955.5000,1952.0000,1954.7500,814465,390,09:30,15:59,Friday,False,False,-0.0384
2014-06-23,1954.5000,1955.5000,1950.0000,1953.7500,750919,390,09:30,15:59,Monday,False,False,-0.0384
2014-06-24,1950.2500,1960.0000,1939.7500,1941.7500,1270481,390,09:30,15:59,Tuesday,False,False,-0.4358
2014-06-25,1937.7500,1953.2500,1937.7500,1950.7500,1181067,390,09:30,15:59,Wednesday,False,False,0.6709
2014-06-26,1951.5000,1951.5000,1936.2500,1949.5000,1252447,390,09:30,15:59,Thursday,False,False,-0.1025
2014-06-27,1944.7500,1954.0000,1943.7500,1953.2500,895258,390,09:30,15:59,Friday,False,False,0.4371
2014-06-30,1952.0000,1956.7500,1950.2500,1952.0000,896221,390,09:30,15:59,Monday,False,False,0.0000
2014-07-01,1956.7500,1971.7500,1956.2500,1965.7500,1246092,390,09:30,15:59,Tuesday,False,False,0.4599
2014-07-02,1965.7500,1970.0000,1964.7500,1967.7500,721802,390,09:30,15:59,Wednesday,False,False,0.1017
2014-07-03,1972.7500,1978.2500,1971.2500,1977.5000,624715,225,09:30,13:14,Thursday,True,False,0.2408
2014-07-04,1975.7500,1976.2500,1974.7500,1975.5000,13920,204,09:30,12:59,Friday,True,False,-0.0127
2014-07-07,1973.5000,1975.0000,1967.2500,1970.5000,920413,390,09:30,15:59,Monday,False,False,-0.1520
2014-07-08,1966.7500,1967.5000,1952.7500,1958.0000,1531566,390,09:30,15:59,Tuesday,False,False,-0.4449
2014-07-09,1962.2500,1968.2500,1958.2500,1966.5000,1145769,390,09:30,15:59,Wednesday,False,False,0.2166
2014-07-10,1947.5000,1964.0000,1945.7500,1958.5000,1500897,390,09:30,15:59,Thursday,False,False,0.5648
2014-07-11,1957.5000,1963.0000,1953.0000,1961.5000,1114446,390,09:30,15:59,Friday,False,False,0.2043
2014-07-14,1971.5000,1974.0000,1969.7500,1971.2500,784025,390,09:30,15:59,Monday,False,False,-0.0127
2014-07-15,1972.2500,1976.2500,1958.7500,1968.0000,1648577,390,09:30,15:59,Tuesday,False,False,-0.2155
2014-07-16,1976.5000,1978.0000,1969.2500,1975.0000,1064970,390,09:30,15:59,Wednesday,False,False,-0.0759
2014-07-17,1968.5000,1976.0000,1949.0000,1952.2500,2080116,390,09:30,15:59,Thursday,False,False,-0.8255
2014-07-18,1958.2500,1974.2500,1957.2500,1972.2500,1396601,390,09:30,15:59,Friday,False,False,0.7149
2014-07-21,1966.0000,1970.0000,1959.0000,1968.2500,1103306,390,09:30,15:59,Monday,False,False,0.1144
2014-07-22,1975.0000,1980.5000,1973.7500,1976.7500,933581,390,09:30,15:59,Tuesday,False,False,0.0886
2014-07-23,1980.0000,1983.5000,1975.7500,1981.5000,932824,390,09:30,15:59,Wednesday,False,False,0.0758
2014-07-24,1983.2500,1985.7500,1979.5000,1981.2500,896455,390,09:30,15:59,Thursday,False,False,-0.1008
2014-07-25,1975.7500,1977.5000,1968.0000,1972.2500,1177583,390,09:30,15:59,Friday,False,False,-0.1771
2014-07-28,1972.5000,1976.0000,1960.7500,1973.0000,1112227,390,09:30,15:59,Monday,False,False,0.0253
2014-07-29,1976.7500,1979.5000,1964.2500,1964.5000,1194235,390,09:30,15:59,Tuesday,False,False,-0.6197
2014-07-30,1971.2500,1974.2500,1956.5000,1965.0000,1434940,390,09:30,15:59,Wednesday,False,False,-0.3171
2014-07-31,1951.0000,1952.7500,1925.0000,1925.0000,2162818,390,09:30,15:59,Thursday,False,False,-1.3326
2014-08-01,1920.2500,1932.2500,1910.2500,1919.5000,2048537,390,09:30,15:59,Friday,False,False,-0.0391
2014-08-04,1923.2500,1937.5000,1914.7500,1933.5000,1242547,390,09:30,15:59,Monday,False,False,0.5330
2014-08-05,1925.5000,1930.5000,1907.5000,1914.2500,1745331,390,09:30,15:59,Tuesday,False,False,-0.5843
2014-08-06,1905.5000,1923.5000,1905.2500,1915.0000,1272933,390,09:30,15:59,Wednesday,False,False,0.4986
2014-08-07,1923.7500,1925.7500,1899.7500,1904.5000,1552007,390,09:30,15:59,Thursday,False,False,-1.0006
2014-08-08,1909.0000,1928.2500,1903.7500,1926.7500,1237508,390,09:30,15:59,Friday,False,False,0.9298
2014-08-11,1934.0000,1941.0000,1931.2500,1932.2500,879798,390,09:30,15:59,Monday,False,False,-0.0905
2014-08-12,1930.5000,1936.0000,1923.5000,1929.7500,973538,390,09:30,15:59,Tuesday,False,False,-0.0389
2014-08-13,1937.2500,1945.2500,1934.0000,1943.5000,822179,390,09:30,15:59,Wednesday,False,False,0.3226
2014-08-14,1946.2500,1952.0000,1944.0000,1951.7500,668269,390,09:30,15:59,Thursday,False,False,0.2826
2014-08-15,1959.0000,1961.0000,1937.2500,1951.5000,1558403,390,09:30,15:59,Friday,False,False,-0.3828
2014-08-18,1962.2500,1969.0000,1961.2500,1968.0000,614083,390,09:30,15:59,Monday,False,False,0.2930
2014-08-19,1972.5000,1979.7500,1970.7500,1978.0000,630854,390,09:30,15:59,Tuesday,False,False,0.2788
2014-08-20,1975.7500,1986.0000,1975.2500,1983.5000,828340,390,09:30,15:59,Wednesday,False,False,0.3923
2014-08-21,1985.0000,1992.0000,1983.5000,1989.0000,619332,390,09:30,15:59,Thursday,False,False,0.2015
2014-08-22,1987.7500,1991.2500,1981.5000,1986.0000,870278,390,09:30,15:59,Friday,False,False,-0.0880
2014-08-25,1995.7500,1999.7500,1992.7500,1996.2500,660334,390,09:30,15:59,Monday,False,False,0.0251
2014-08-26,1997.7500,2002.7500,1997.0000,1997.7500,674690,390,09:30,15:59,Tuesday,False,False,0.0000
2014-08-27,1998.7500,2000.0000,1993.5000,1996.7500,573751,390,09:30,15:59,Wednesday,False,False,-0.1001
2014-08-28,1990.0000,1997.0000,1988.0000,1995.7500,774288,390,09:30,15:59,Thursday,False,False,0.2889
2014-08-29,1998.7500,2001.7500,1992.2500,2001.2500,791533,390,09:30,15:59,Friday,False,False,0.1251
2014-09-01,1999.2500,2001.5000,1998.7500,2001.0000,17516,194,09:30,12:59,Monday,True,False,0.0875
2014-09-02,2004.0000,2004.2500,1992.7500,2000.0000,923778,390,09:30,15:59,Tuesday,False,False,-0.1996
2014-09-03,2008.2500,2008.5000,1996.2500,1999.5000,918649,390,09:30,15:59,Wednesday,False,False,-0.4357
2014-09-04,2002.5000,2010.0000,1990.7500,1996.5000,1126913,390,09:30,15:59,Thursday,False,False,-0.2996
2014-09-05,1995.7500,2006.2500,1988.2500,2005.5000,1163433,390,09:30,15:59,Friday,False,False,0.4885
2014-09-08,2003.5000,2006.2500,1994.0000,2000.2500,975957,390,09:30,15:59,Monday,False,False,-0.1622
2014-09-09,1998.2500,1999.5000,1983.2500,1987.5000,1480081,390,09:30,15:59,Tuesday,False,False,-0.5380
2014-09-10,1988.5000,1996.2500,1981.5000,1995.2500,1094270,390,09:30,15:59,Wednesday,False,False,0.3395
2014-09-11,1986.7500,1997.5000,1985.2500,1997.0000,949197,390,09:30,15:59,Thursday,False,False,0.5159
2014-09-12,1995.0000,1995.5000,1979.5000,1985.5000,449399,390,09:30,15:59,Friday,False,False,-0.4762
2014-09-15,1977.5000,1979.0000,1969.5000,1975.7500,957968,390,09:30,15:59,Monday,False,False,-0.0885
2014-09-16,1972.2500,1994.5000,1970.7500,1991.0000,1229198,390,09:30,15:59,Tuesday,False,False,0.9507
2014-09-17,1994.0000,2003.2500,1983.2500,1993.5000,1412685,390,09:30,15:59,Wednesday,False,False,-0.0251
2014-09-18,1999.7500,2005.0000,1997.2500,2004.2500,904889,390,09:30,15:59,Thursday,False,False,0.2250
2014-09-19,2010.7500,2012.7500,1998.2500,2002.5000,1212797,390,09:30,15:59,Friday,False,False,-0.4103
2014-09-22,1998.7500,1999.2500,1982.5000,1986.7500,1280694,390,09:30,15:59,Monday,False,False,-0.6004
2014-09-26,1962.2500,1979.2500,1959.5000,1974.5000,1268875,390,09:30,15:59,Friday,False,False,0.6243
2014-09-29,1957.0000,1974.0000,1955.5000,1970.2500,1364518,390,09:30,15:59,Monday,False,False,0.6771
2014-09-30,1971.7500,1978.2500,1961.0000,1965.2500,1599490,390,09:30,15:59,Tuesday,False,False,-0.3297
2014-10-01,1962.0000,1962.7500,1933.7500,1938.2500,2084505,390,09:30,15:59,Wednesday,False,False,-1.2105
2014-10-02,1936.5000,1945.2500,1918.2500,1938.7500,2250110,390,09:30,15:59,Thursday,False,False,0.1162
2014-10-03,1951.7500,1964.5000,1945.5000,1960.0000,1128842,390,09:30,15:59,Friday,False,False,0.4227
2014-10-06,1968.5000,1971.0000,1950.5000,1957.2500,1447067,390,09:30,15:59,Monday,False,False,-0.5715
2014-10-07,1947.2500,1951.7500,1926.7500,1927.0000,1767252,390,09:30,15:59,Tuesday,False,False,-1.0399
2014-10-08,1928.5000,1964.0000,1918.0000,1961.0000,2090273,390,09:30,15:59,Wednesday,False,False,1.6852
2014-10-09,1958.0000,1960.7500,1920.2500,1921.0000,2483839,390,09:30,15:59,Thursday,False,False,-1.8897
2014-10-10,1921.5000,1931.2500,1899.5000,1899.7500,2409220,390,09:30,15:59,Friday,False,False,-1.1319
2014-10-13,1899.0000,1906.0000,1867.2500,1868.0000,2325188,390,09:30,15:59,Monday,False,False,-1.6324
2014-10-14,1878.5000,1892.7500,1865.0000,1872.0000,2501899,390,09:30,15:59,Tuesday,False,False,-0.3460
2014-10-15,1845.7500,1863.0000,1813.0000,1857.2500,3856723,390,09:30,15:59,Wednesday,False,False,0.6231
2014-10-16,1824.7500,1869.7500,1822.7500,1856.2500,2531360,390,09:30,15:59,Thursday,False,False,1.7263
2014-10-17,1878.2500,1891.7500,1870.0000,1879.5000,1979502,390,09:30,15:59,Friday,False,False,0.0666
2014-10-20,1875.2500,1898.5000,1874.5000,1897.2500,1191810,390,09:30,15:59,Monday,False,False,1.1732
2014-10-21,1910.7500,1936.2500,1908.7500,1934.7500,1661271,390,09:30,15:59,Tuesday,False,False,1.2561
2014-10-22,1938.2500,1943.2500,1920.2500,1921.0000,1601429,390,09:30,15:59,Wednesday,False,False,-0.8900
2014-10-23,1940.5000,1956.2500,1937.0000,1943.7500,1600745,390,09:30,15:59,Thursday,False,False,0.1675
2014-10-24,1946.5000,1959.2500,1939.0000,1958.2500,1199315,390,09:30,15:59,Friday,False,False,0.6036
2014-10-27,1951.7500,1959.0000,1944.5000,1955.5000,1094939,390,09:30,15:59,Monday,False,False,0.1921
2014-10-28,1962.5000,1978.7500,1961.5000,1977.7500,1233964,390,09:30,15:59,Tuesday,False,False,0.7771
2014-10-29,1979.7500,1985.7500,1962.0000,1975.5000,1630077,390,09:30,15:59,Wednesday,False,False,-0.2147
2014-10-30,1970.0000,1994.2500,1968.0000,1989.0000,1581352,390,09:30,15:59,Thursday,False,False,0.9645
2014-10-31,2012.5000,2013.0000,2002.2500,2011.0000,1375511,390,09:30,15:59,Friday,False,False,-0.0745
2014-11-03,2013.7500,2019.2500,2007.7500,2012.0000,1114540,390,09:30,15:59,Monday,False,False,-0.0869
2014-11-04,2007.0000,2010.7500,1995.2500,2005.5000,1230062,390,09:30,15:59,Tuesday,False,False,-0.0747
2014-11-05,2019.7500,2020.5000,2008.7500,2018.0000,1259199,390,09:30,15:59,Wednesday,False,False,-0.0866
2014-11-06,2018.5000,2027.5000,2010.7500,2026.5000,1077934,390,09:30,15:59,Thursday,False,False,0.3963
2014-11-07,2026.5000,2030.7500,2020.5000,2028.5000,937945,390,09:30,15:59,Friday,False,False,0.0987
2014-11-10,2028.2500,2035.0000,2025.7500,2034.2500,747184,390,09:30,15:59,Monday,False,False,0.2958
2014-11-11,2035.2500,2037.7500,2031.0000,2036.7500,598291,390,09:30,15:59,Tuesday,False,False,0.0737
2014-11-12,2028.0000,2037.2500,2027.7500,2034.7500,827722,390,09:30,15:59,Wednesday,False,False,0.3328
2014-11-13,2036.5000,2043.2500,2026.7500,2036.7500,1266096,390,09:30,15:59,Thursday,False,False,0.0123
2014-11-14,2035.7500,2039.7500,2032.0000,2037.2500,776016,390,09:30,15:59,Friday,False,False,0.0737
2014-11-17,2033.2500,2040.5000,2031.2500,2038.5000,788720,390,09:30,15:59,Monday,False,False,0.2582
2014-11-18,2039.2500,2054.0000,2039.0000,2050.5000,904724,390,09:30,15:59,Tuesday,False,False,0.5517
2014-11-19,2048.0000,2050.5000,2037.7500,2047.0000,982467,390,09:30,15:59,Wednesday,False,False,-0.0488
2014-11-20,2037.5000,2052.0000,2036.5000,2051.0000,847528,390,09:30,15:59,Thursday,False,False,0.6626
2014-11-21,2071.5000,2072.2500,2054.7500,2061.7500,1196465,390,09:30,15:59,Friday,False,False,-0.4707
2014-11-24,2066.5000,2069.0000,2064.0000,2067.5000,580428,390,09:30,15:59,Monday,False,False,0.0484
2014-11-25,2070.2500,2073.0000,2062.7500,2066.7500,746883,390,09:30,15:59,Tuesday,False,False,-0.1691
2014-11-26,2067.7500,2072.2500,2065.2500,2070.7500,525024,390,09:30,15:59,Wednesday,False,False,0.1451
2014-11-27,2072.7500,2074.2500,2070.7500,2074.0000,26822,210,09:30,12:59,Thursday,True,False,0.0603
2014-11-28,2069.2500,2073.2500,2063.5000,2066.7500,591528,225,09:30,13:14,Friday,True,False,-0.1208
2014-12-01,2058.5000,2060.0000,2048.2500,2052.5000,1132802,390,09:30,15:59,Monday,False,False,-0.2915
2014-12-02,2052.5000,2068.0000,2052.5000,2065.5000,879053,390,09:30,15:59,Tuesday,False,False,0.6334
2014-12-03,2067.2500,2076.0000,2065.5000,2073.5000,712613,390,09:30,15:59,Wednesday,False,False,0.3023
2014-12-04,2069.7500,2077.2500,2061.2500,2071.2500,1059754,390,09:30,15:59,Thursday,False,False,0.0725
2014-12-05,2072.7500,2079.0000,2069.7500,2074.7500,819803,390,09:30,15:59,Friday,False,False,0.0965
2014-12-08,2069.7500,2075.7500,2053.7500,2060.7500,1178749,390,09:30,15:59,Monday,False,False,-0.4348
2014-12-09,2038.0000,2060.7500,2033.2500,2059.2500,1399095,390,09:30,15:59,Tuesday,False,False,1.0427
2014-12-10,2053.5000,2054.2500,2023.2500,2025.7500,1833705,390,09:30,15:59,Wednesday,False,False,-1.3514
2014-12-11,2033.2500,2056.5000,2031.2500,2036.0000,1370515,390,09:30,15:59,Thursday,False,False,0.1353
2014-12-12,2020.2500,2032.2500,2002.0000,2002.2500,660425,390,09:30,15:59,Friday,False,False,-0.8910
2014-12-15,2006.7500,2012.2500,1974.5000,1981.5000,1950878,390,09:30,15:59,Monday,False,False,-1.2583
2014-12-16,1972.7500,2011.2500,1965.7500,1966.2500,2066721,390,09:30,15:59,Tuesday,False,False,-0.3295
2014-12-17,1971.5000,2011.0000,1970.0000,2006.5000,1953158,390,09:30,15:59,Wednesday,False,False,1.7753
2014-12-18,2035.0000,2056.7500,2026.7500,2056.2500,1554691,390,09:30,15:59,Thursday,False,False,1.0442
2014-12-19,2063.0000,2076.2500,2056.5000,2067.2500,1256251,390,09:30,15:59,Friday,False,False,0.2060
2014-12-22,2070.0000,2075.0000,2068.0000,2074.7500,679114,390,09:30,15:59,Monday,False,False,0.2295
2014-12-23,2082.2500,2082.7500,2075.5000,2077.5000,610517,390,09:30,15:59,Tuesday,False,False,-0.2281
2014-12-24,2080.2500,2083.5000,2077.0000,2078.0000,206419,226,09:30,13:15,Wednesday,True,False,-0.1082
2014-12-26,2083.2500,2088.7500,2082.2500,2083.5000,248867,390,09:30,15:59,Friday,False,False,0.0120
2014-12-29,2082.0000,2088.7500,2081.0000,2085.7500,483655,390,09:30,15:59,Monday,False,False,0.1801
2014-12-30,2079.7500,2081.7500,2073.0000,2074.0000,565725,390,09:30,15:59,Tuesday,False,False,-0.2765
2015-01-02,2061.2500,2066.5000,2038.7500,2050.7500,1124245,390,09:30,15:59,Friday,False,False,-0.5094
2015-01-05,2038.2500,2040.5000,2009.5000,2014.2500,1701701,390,09:30,15:59,Monday,False,False,-1.1775
2015-01-06,2017.5000,2023.5000,1984.2500,1994.5000,2002695,390,09:30,15:59,Tuesday,False,False,-1.1400
2015-01-07,2010.2500,2023.7500,2004.7500,2019.5000,1406747,390,09:30,15:59,Wednesday,False,False,0.4601
2015-01-08,2036.5000,2058.5000,2036.0000,2055.7500,1217690,390,09:30,15:59,Thursday,False,False,0.9452
2015-01-09,2060.5000,2061.0000,2031.2500,2037.7500,1513441,390,09:30,15:59,Friday,False,False,-1.1041
2015-01-12,2040.0000,2042.2500,2015.2500,2022.0000,1363099,390,09:30,15:59,Monday,False,False,-0.8824
2015-01-13,2037.5000,2051.7500,2001.0000,2017.0000,2174840,390,09:30,15:59,Tuesday,False,False,-1.0061
2015-01-14,1992.2500,2007.0000,1981.2500,2004.7500,1951396,390,09:30,15:59,Wednesday,False,False,0.6274
2015-01-15,2012.2500,2016.0000,1984.7500,1985.7500,1643631,390,09:30,15:59,Thursday,False,False,-1.3169
2015-01-16,1983.5000,2014.2500,1981.2500,2011.7500,1548021,390,09:30,15:59,Friday,False,False,1.4243
2015-01-19,2017.2500,2018.7500,2006.7500,2008.5000,49957,210,09:30,12:59,Monday,True,False,-0.4338
2015-01-20,2020.0000,2023.2500,1997.5000,2016.7500,1369313,390,09:30,15:59,Tuesday,False,False,-0.1609
